path,xmin,ymin,xmax,ymax,height
trafficlight0075.jpg,676,39,747,260,trafficlight
trafficlight0075.jpg,1111,40,1180,256,trafficlight
trafficlight0075.jpg,250,42,325,261,trafficlight
trafficlight0061.jpg,97,210,115,252,trafficlight
trafficlight0061.jpg,145,36,197,166,trafficlight
trafficlight0129.jpg,259,1,365,243,trafficlight
trafficlight0101.jpg,340,10,382,94,trafficlight
trafficlight0115.jpg,492,269,649,509,trafficlight
trafficlight0115.jpg,268,193,409,521,trafficlight
trafficlight0139.jpg,134,104,164,181,trafficlight
trafficlight0139.jpg,135,204,167,281,trafficlight
trafficlight0139.jpg,197,66,223,140,trafficlight
trafficlight0139.jpg,80,177,107,255,trafficlight
trafficlight0111.jpg,295,220,404,327,trafficlight
trafficlight0105.jpg,413,315,432,366,trafficlight
trafficlight0105.jpg,515,322,532,376,trafficlight
trafficlight0105.jpg,784,261,802,327,trafficlight
trafficlight0105.jpg,926,367,953,439,trafficlight
trafficlight0059.jpg,420,168,461,209,trafficlight
trafficlight0059.jpg,636,131,672,195,trafficlight
trafficlight0059.jpg,793,117,827,189,trafficlight
trafficlight0059.jpg,427,144,452,169,trafficlight
trafficlight0065.jpg,33,34,67,106,trafficlight
trafficlight0065.jpg,168,47,199,117,trafficlight
trafficlight0071.jpg,335,104,396,239,trafficlight
trafficlight0071.jpg,475,27,559,199,trafficlight
trafficlight0071.jpg,725,314,745,352,trafficlight
trafficlight0071.jpg,617,194,681,332,trafficlight
trafficlight0267.jpg,1110,1,1133,43,trafficlight
trafficlight0273.jpg,1664,45,1697,171,trafficlight
trafficlight0298.jpg,1091,21,1120,70,trafficlight
trafficlight0272.jpg,1537,71,1608,189,trafficlight
trafficlight0272.jpg,1333,154,1385,220,trafficlight
trafficlight0070.jpg,616,90,661,189,trafficlight
trafficlight0064.jpg,415,217,444,289,trafficlight
trafficlight0064.jpg,447,250,474,295,trafficlight
trafficlight0058.jpg,347,99,539,651,trafficlight
trafficlight0104.jpg,82,58,207,289,trafficlight
trafficlight0104.jpg,225,309,300,431,trafficlight
trafficlight0110.jpg,760,256,834,408,trafficlight
trafficlight0110.jpg,473,63,523,176,trafficlight
trafficlight0110.jpg,319,142,356,234,trafficlight
trafficlight0110.jpg,16,391,40,444,trafficlight
trafficlight0138.jpg,19,14,150,250,trafficlight
trafficlight0138.jpg,181,14,313,249,trafficlight
trafficlight0106.jpg,222,57,270,252,trafficlight
trafficlight0112.jpg,139,136,155,172,trafficlight
trafficlight0112.jpg,161,135,177,172,trafficlight
trafficlight0072.jpg,145,163,170,220,trafficlight
trafficlight0072.jpg,479,240,507,297,trafficlight
trafficlight0072.jpg,487,302,505,335,trafficlight
trafficlight0066.jpg,403,160,596,696,trafficlight
trafficlight0099.jpg,407,217,679,913,trafficlight
trafficlight0264.jpg,553,35,599,150,trafficlight
trafficlight0271.jpg,403,146,433,221,trafficlight
trafficlight0271.jpg,1445,98,1476,191,trafficlight
trafficlight0098.jpg,383,29,437,157,trafficlight
trafficlight0098.jpg,801,292,839,392,trafficlight
trafficlight0098.jpg,58,48,120,185,trafficlight
trafficlight0067.jpg,107,100,160,208,trafficlight
trafficlight0073.jpg,364,50,411,181,trafficlight
trafficlight0073.jpg,356,258,405,396,trafficlight
trafficlight0113.jpg,124,22,158,115,trafficlight
trafficlight0107.jpg,106,85,225,408,trafficlight
trafficlight0160.jpg,236,84,361,398,trafficlight
trafficlight0174.jpg,594,195,662,338,trafficlight
trafficlight0174.jpg,441,174,568,395,trafficlight
trafficlight0148.jpg,242,201,260,253,trafficlight
trafficlight0148.jpg,79,61,117,192,trafficlight
trafficlight0148.jpg,323,21,376,202,trafficlight
trafficlight0014.jpg,620,204,637,250,trafficlight
trafficlight0014.jpg,441,58,484,76,trafficlight
trafficlight0014.jpg,79,198,98,241,trafficlight
trafficlight0028.jpg,333,209,394,386,trafficlight
trafficlight0028.jpg,397,210,474,388,trafficlight
trafficlight0203.jpg,156,125,221,295,trafficlight
trafficlight0203.jpg,561,148,638,397,trafficlight
trafficlight0203.jpg,48,123,70,165,trafficlight
trafficlight0217.jpg,658,114,722,173,trafficlight
trafficlight0029.jpg,227,67,240,92,trafficlight
trafficlight0001.jpg,83,424,155,582,trafficlight
trafficlight0001.jpg,413,431,492,596,trafficlight
trafficlight0001.jpg,1150,842,1217,893,trafficlight
trafficlight0015.jpg,745,181,847,406,trafficlight
trafficlight0015.jpg,1238,195,1332,412,trafficlight
trafficlight0149.jpg,915,1,1190,651,trafficlight
trafficlight0149.jpg,588,81,768,538,trafficlight
trafficlight0149.jpg,261,147,444,513,trafficlight
trafficlight0175.jpg,609,481,1153,2250,trafficlight
trafficlight0175.jpg,1796,487,2365,2262,trafficlight
trafficlight0161.jpg,731,298,901,478,trafficlight
trafficlight0163.jpg,1115,3,1681,1575,trafficlight
trafficlight0163.jpg,1701,512,2181,1386,trafficlight
trafficlight0188.jpg,105,17,184,192,trafficlight
trafficlight0003.jpg,319,40,487,502,trafficlight
trafficlight0003.jpg,363,394,466,501,trafficlight
trafficlight0017.jpg,161,102,462,650,trafficlight
trafficlight0201.jpg,613,40,823,651,trafficlight
trafficlight0215.jpg,1664,75,1705,193,trafficlight
trafficlight0229.jpg,1258,66,1297,154,trafficlight
trafficlight0228.jpg,1162,131,1191,200,trafficlight
trafficlight0228.jpg,195,143,226,214,trafficlight
trafficlight0214.jpg,1035,123,1062,160,trafficlight
trafficlight0200.jpg,428,109,561,492,trafficlight
trafficlight0016.jpg,112,216,260,526,trafficlight
trafficlight0016.jpg,470,209,615,516,trafficlight
trafficlight0016.jpg,917,198,1059,510,trafficlight
trafficlight0002.jpg,280,23,331,227,trafficlight
trafficlight0002.jpg,234,229,291,279,trafficlight
trafficlight0002.jpg,114,245,154,261,trafficlight
trafficlight0002.jpg,78,265,116,340,trafficlight
trafficlight0002.jpg,101,219,115,239,trafficlight
trafficlight0189.jpg,139,49,247,91,trafficlight
trafficlight0162.jpg,888,647,1002,947,trafficlight
trafficlight0162.jpg,991,297,1093,573,trafficlight
trafficlight0162.jpg,625,402,720,668,trafficlight
trafficlight0162.jpg,1330,472,1435,752,trafficlight
trafficlight0176.jpg,243,7,265,29,trafficlight
trafficlight0176.jpg,323,77,351,106,trafficlight
trafficlight0172.jpg,436,47,934,675,trafficlight
trafficlight0166.jpg,60,65,116,180,trafficlight
trafficlight0199.jpg,476,88,733,380,trafficlight
trafficlight0199.jpg,234,98,456,737,trafficlight
trafficlight0006.jpg,1707,28,2141,954,trafficlight
trafficlight0006.jpg,1774,991,2115,1305,trafficlight
trafficlight0012.jpg,145,119,255,310,trafficlight
trafficlight0012.jpg,642,293,789,466,trafficlight
trafficlight0012.jpg,749,177,901,371,trafficlight
trafficlight0204.jpg,314,130,339,208,trafficlight
trafficlight0204.jpg,412,32,458,142,trafficlight
trafficlight0204.jpg,371,35,458,146,trafficlight
trafficlight0205.jpg,92,2,115,48,trafficlight
trafficlight0013.jpg,38,694,306,954,trafficlight
trafficlight0013.jpg,562,704,834,1198,trafficlight
trafficlight0013.jpg,302,90,572,1190,trafficlight
trafficlight0007.jpg,464,38,682,445,trafficlight
trafficlight0007.jpg,168,38,442,452,trafficlight
trafficlight0198.jpg,177,113,212,180,trafficlight
trafficlight0198.jpg,426,107,454,178,trafficlight
trafficlight0167.jpg,57,22,223,374,trafficlight
trafficlight0173.jpg,249,161,545,459,trafficlight
trafficlight0159.jpg,675,411,1073,728,trafficlight
trafficlight0165.jpg,130,152,146,186,trafficlight
trafficlight0171.jpg,325,150,359,210,trafficlight
trafficlight0039.jpg,122,43,145,98,trafficlight
trafficlight0039.jpg,429,222,450,241,trafficlight
trafficlight0039.jpg,427,152,453,208,trafficlight
trafficlight0011.jpg,619,83,693,231,trafficlight
trafficlight0011.jpg,506,47,523,87,trafficlight
trafficlight0011.jpg,582,55,597,96,trafficlight
trafficlight0005.jpg,417,288,472,373,trafficlight
trafficlight0005.jpg,642,535,687,620,trafficlight
trafficlight0213.jpg,876,145,933,206,trafficlight
trafficlight0213.jpg,1649,93,1710,170,trafficlight
trafficlight0207.jpg,1173,71,1214,160,trafficlight
trafficlight0207.jpg,1272,67,1315,161,trafficlight
trafficlight0207.jpg,1396,56,1444,147,trafficlight
trafficlight0004.jpg,28,3,121,193,trafficlight
trafficlight0004.jpg,1,198,19,250,trafficlight
trafficlight0004.jpg,275,184,297,237,trafficlight
trafficlight0004.jpg,347,145,378,212,trafficlight
trafficlight0004.jpg,521,102,553,187,trafficlight
trafficlight0004.jpg,460,172,484,230,trafficlight
trafficlight0010.jpg,44,103,63,141,trafficlight
trafficlight0010.jpg,240,63,266,108,trafficlight
trafficlight0038.jpg,365,22,401,106,trafficlight
trafficlight0038.jpg,359,123,397,204,trafficlight
trafficlight0170.jpg,359,124,376,136,trafficlight
trafficlight0170.jpg,467,124,482,135,trafficlight
trafficlight0164.jpg,642,295,681,335,trafficlight
trafficlight0164.jpg,155,59,203,146,trafficlight
trafficlight0158.jpg,517,316,591,516,trafficlight
trafficlight0141.jpg,481,145,661,457,trafficlight
trafficlight0155.jpg,570,152,729,467,trafficlight
trafficlight0169.jpg,62,94,641,427,trafficlight
trafficlight0182.jpg,289,20,352,106,trafficlight
trafficlight0196.jpg,296,90,332,199,trafficlight
trafficlight0035.jpg,138,171,210,326,trafficlight
trafficlight0035.jpg,402,132,462,322,trafficlight
trafficlight0035.jpg,245,224,292,343,trafficlight
trafficlight0035.jpg,295,202,340,347,trafficlight
trafficlight0035.jpg,640,323,666,381,trafficlight
trafficlight0021.jpg,260,116,451,518,trafficlight
trafficlight0021.jpg,577,169,692,496,trafficlight
trafficlight0009.jpg,102,5,189,188,trafficlight
trafficlight0009.jpg,189,125,245,241,trafficlight
trafficlight0009.jpg,257,123,313,241,trafficlight
trafficlight0009.jpg,371,121,410,233,trafficlight
trafficlight0009.jpg,454,172,483,258,trafficlight
trafficlight0223.jpg,1630,162,1664,216,trafficlight
trafficlight0223.jpg,1320,1,1353,48,trafficlight
trafficlight0222.jpg,1320,25,1349,83,trafficlight
trafficlight0008.jpg,65,24,86,61,trafficlight
trafficlight0020.jpg,401,116,426,167,trafficlight
trafficlight0034.jpg,391,198,465,385,trafficlight
trafficlight0034.jpg,196,298,264,480,trafficlight
trafficlight0034.jpg,230,613,303,803,trafficlight
trafficlight0034.jpg,318,439,398,645,trafficlight
trafficlight0034.jpg,569,372,639,545,trafficlight
trafficlight0034.jpg,463,655,544,860,trafficlight
trafficlight0034.jpg,663,607,756,817,trafficlight
trafficlight0034.jpg,401,785,471,854,trafficlight
trafficlight0034.jpg,616,135,701,307,trafficlight
trafficlight0197.jpg,100,61,189,135,trafficlight
trafficlight0183.jpg,215,132,315,539,trafficlight
trafficlight0168.jpg,817,335,865,430,trafficlight
trafficlight0168.jpg,1023,326,1069,424,trafficlight
trafficlight0168.jpg,1390,503,1421,593,trafficlight
trafficlight0168.jpg,1419,593,1457,651,trafficlight
trafficlight0168.jpg,229,503,263,578,trafficlight
trafficlight0154.jpg,298,27,329,65,trafficlight
trafficlight0154.jpg,404,46,434,89,trafficlight
trafficlight0154.jpg,559,136,591,187,trafficlight
trafficlight0154.jpg,183,74,201,101,trafficlight
trafficlight0154.jpg,226,94,243,113,trafficlight
trafficlight0140.jpg,61,12,87,91,trafficlight
trafficlight0156.jpg,93,17,109,58,trafficlight
trafficlight0142.jpg,284,29,359,237,trafficlight
trafficlight0195.jpg,69,36,100,110,trafficlight
trafficlight0195.jpg,434,91,519,316,trafficlight
trafficlight0181.jpg,313,109,347,183,trafficlight
trafficlight0181.jpg,497,107,529,179,trafficlight
trafficlight0181.jpg,369,173,391,219,trafficlight
trafficlight0181.jpg,470,200,486,236,trafficlight
trafficlight0022.jpg,261,34,412,301,trafficlight
trafficlight0036.jpg,391,758,471,969,trafficlight
trafficlight0036.jpg,722,630,795,835,trafficlight
trafficlight0036.jpg,156,590,233,790,trafficlight
trafficlight0036.jpg,210,394,288,592,trafficlight
trafficlight0208.jpg,80,15,191,226,trafficlight
trafficlight0209.jpg,487,18,680,391,trafficlight
trafficlight0209.jpg,285,218,402,434,trafficlight
trafficlight0037.jpg,227,80,402,148,trafficlight
trafficlight0023.jpg,742,116,1070,800,trafficlight
trafficlight0023.jpg,431,334,672,869,trafficlight
trafficlight0023.jpg,328,284,425,491,trafficlight
trafficlight0180.jpg,297,90,331,200,trafficlight
trafficlight0180.jpg,457,226,472,249,trafficlight
trafficlight0194.jpg,48,6,87,121,trafficlight
trafficlight0194.jpg,84,160,107,226,trafficlight
trafficlight0194.jpg,184,159,210,230,trafficlight
trafficlight0143.jpg,465,251,509,342,trafficlight
trafficlight0143.jpg,89,228,135,343,trafficlight
trafficlight0143.jpg,16,221,78,293,trafficlight
trafficlight0143.jpg,976,432,1019,527,trafficlight
trafficlight0157.jpg,307,1,338,76,trafficlight
trafficlight0157.jpg,553,163,583,217,trafficlight
trafficlight0153.jpg,195,86,244,190,trafficlight
trafficlight0147.jpg,664,191,785,432,trafficlight
trafficlight0147.jpg,538,314,787,431,trafficlight
trafficlight0190.jpg,719,255,741,327,trafficlight
trafficlight0190.jpg,1098,255,1120,296,trafficlight
trafficlight0184.jpg,186,292,196,317,trafficlight
trafficlight0184.jpg,229,151,247,196,trafficlight
trafficlight0027.jpg,157,81,177,122,trafficlight
trafficlight0027.jpg,118,54,138,96,trafficlight
trafficlight0027.jpg,125,9,142,45,trafficlight
trafficlight0033.jpg,258,90,276,130,trafficlight
trafficlight0033.jpg,474,153,492,202,trafficlight
trafficlight0033.jpg,161,100,178,137,trafficlight
trafficlight0225.jpg,870,96,889,133,trafficlight
trafficlight0225.jpg,972,102,999,139,trafficlight
trafficlight0231.jpg,656,83,695,179,trafficlight
trafficlight0230.jpg,670,95,710,181,trafficlight
trafficlight0032.jpg,229,95,296,236,trafficlight
trafficlight0026.jpg,25,165,45,204,trafficlight
trafficlight0026.jpg,141,74,170,134,trafficlight
trafficlight0026.jpg,253,21,308,102,trafficlight
trafficlight0026.jpg,243,187,259,221,trafficlight
trafficlight0026.jpg,305,167,326,207,trafficlight
trafficlight0026.jpg,507,123,525,167,trafficlight
trafficlight0026.jpg,571,83,601,141,trafficlight
trafficlight0026.jpg,292,138,311,177,trafficlight
trafficlight0185.jpg,384,2,596,357,trafficlight
trafficlight0191.jpg,710,362,740,442,trafficlight
trafficlight0191.jpg,328,89,406,119,trafficlight
trafficlight0146.jpg,689,41,732,131,trafficlight
trafficlight0146.jpg,569,174,588,209,trafficlight
trafficlight0146.jpg,448,126,464,157,trafficlight
trafficlight0152.jpg,354,185,366,208,trafficlight
trafficlight0152.jpg,419,193,432,217,trafficlight
trafficlight0178.jpg,294,42,562,541,trafficlight
trafficlight0178.jpg,19,297,293,543,trafficlight
trafficlight0144.jpg,43,35,132,240,trafficlight
trafficlight0150.jpg,66,59,114,137,trafficlight
trafficlight0187.jpg,363,24,390,87,trafficlight
trafficlight0193.jpg,130,5,347,536,trafficlight
trafficlight0018.jpg,558,76,599,93,trafficlight
trafficlight0018.jpg,33,180,52,223,trafficlight
trafficlight0030.jpg,190,242,213,304,trafficlight
trafficlight0030.jpg,258,191,278,249,trafficlight
trafficlight0030.jpg,135,138,158,195,trafficlight
trafficlight0030.jpg,216,157,238,220,trafficlight
trafficlight0030.jpg,151,81,175,131,trafficlight
trafficlight0030.jpg,86,202,112,263,trafficlight
trafficlight0024.jpg,619,174,683,322,trafficlight
trafficlight0024.jpg,580,222,681,324,trafficlight
trafficlight0232.jpg,637,75,676,166,trafficlight
trafficlight0226.jpg,561,194,592,242,trafficlight
trafficlight0226.jpg,845,66,872,112,trafficlight
trafficlight0226.jpg,972,70,995,121,trafficlight
trafficlight0227.jpg,433,173,460,227,trafficlight
trafficlight0025.jpg,241,211,319,435,trafficlight
trafficlight0025.jpg,888,199,947,325,trafficlight
trafficlight0025.jpg,993,354,1034,404,trafficlight
trafficlight0025.jpg,910,359,950,404,trafficlight
trafficlight0031.jpg,880,556,929,672,trafficlight
trafficlight0031.jpg,1004,577,1055,682,trafficlight
trafficlight0031.jpg,1943,556,1997,658,trafficlight
trafficlight0019.jpg,334,126,347,159,trafficlight
trafficlight0019.jpg,287,63,310,86,trafficlight
trafficlight0186.jpg,525,237,602,279,trafficlight
trafficlight0186.jpg,57,241,154,280,trafficlight
trafficlight0151.jpg,334,127,345,159,trafficlight
trafficlight0145.jpg,442,98,658,623,trafficlight
trafficlight0145.jpg,1495,98,1711,608,trafficlight
trafficlight0145.jpg,1813,949,1961,1208,trafficlight
trafficlight0145.jpg,880,1045,983,1305,trafficlight
trafficlight0145.jpg,1245,1042,1327,1202,trafficlight
trafficlight0145.jpg,483,902,539,1027,trafficlight
trafficlight0145.jpg,1033,713,1161,826,trafficlight
trafficlight0145.jpg,1204,864,1326,992,trafficlight
trafficlight0179.jpg,677,357,702,417,trafficlight
trafficlight0179.jpg,423,171,494,197,trafficlight
trafficlight0179.jpg,987,437,1008,477,trafficlight
trafficlight0122.jpg,168,240,191,293,trafficlight
trafficlight0136.jpg,129,276,229,372,trafficlight
trafficlight0056.jpg,1190,622,1224,720,trafficlight
trafficlight0056.jpg,1237,670,1267,727,trafficlight
trafficlight0056.jpg,1776,188,1826,322,trafficlight
trafficlight0042.jpg,474,9,491,55,trafficlight
trafficlight0042.jpg,567,18,586,62,trafficlight
trafficlight0042.jpg,543,26,566,46,trafficlight
trafficlight0042.jpg,451,23,469,42,trafficlight
trafficlight0095.jpg,483,282,642,469,trafficlight
trafficlight0095.jpg,114,5,197,152,trafficlight
trafficlight0081.jpg,101,60,246,464,trafficlight
trafficlight0282.jpg,1074,137,1130,210,trafficlight
trafficlight0255.jpg,585,150,610,214,trafficlight
trafficlight0255.jpg,1143,139,1187,204,trafficlight
trafficlight0080.jpg,361,270,415,362,trafficlight
trafficlight0080.jpg,278,276,331,368,trafficlight
trafficlight0080.jpg,359,99,424,238,trafficlight
trafficlight0080.jpg,262,86,333,231,trafficlight
trafficlight0094.jpg,160,49,462,624,trafficlight
trafficlight0043.jpg,93,76,118,129,trafficlight
trafficlight0043.jpg,153,75,178,129,trafficlight
trafficlight0043.jpg,312,67,340,129,trafficlight
trafficlight0043.jpg,217,79,242,133,trafficlight
trafficlight0057.jpg,44,15,127,149,trafficlight
trafficlight0137.jpg,23,286,76,379,trafficlight
trafficlight0137.jpg,88,309,128,376,trafficlight
trafficlight0123.jpg,168,89,194,161,trafficlight
trafficlight0123.jpg,114,161,131,198,trafficlight
trafficlight0135.jpg,171,24,193,71,trafficlight
trafficlight0135.jpg,339,30,361,77,trafficlight
trafficlight0121.jpg,126,3,166,112,trafficlight
trafficlight0109.jpg,113,153,231,180,trafficlight
trafficlight0041.jpg,403,108,586,589,trafficlight
trafficlight0041.jpg,600,139,768,588,trafficlight
trafficlight0041.jpg,600,293,766,438,trafficlight
trafficlight0055.jpg,26,17,335,655,trafficlight
trafficlight0055.jpg,54,46,303,623,trafficlight
trafficlight0055.jpg,1151,1,1234,70,trafficlight
trafficlight0069.jpg,103,14,198,341,trafficlight
trafficlight0069.jpg,233,123,343,253,trafficlight
trafficlight0082.jpg,156,156,175,210,trafficlight
trafficlight0082.jpg,178,159,194,209,trafficlight
trafficlight0082.jpg,243,140,262,204,trafficlight
trafficlight0082.jpg,268,143,288,203,trafficlight
trafficlight0082.jpg,426,160,444,210,trafficlight
trafficlight0096.jpg,240,140,474,514,trafficlight
trafficlight0257.jpg,149,75,214,187,trafficlight
trafficlight0257.jpg,1318,50,1366,164,trafficlight
trafficlight0281.jpg,276,156,326,233,trafficlight
trafficlight0097.jpg,926,1186,960,1267,trafficlight
trafficlight0097.jpg,1341,789,1407,923,trafficlight
trafficlight0097.jpg,685,973,719,1057,trafficlight
trafficlight0083.jpg,131,113,164,211,trafficlight
trafficlight0083.jpg,393,123,430,225,trafficlight
trafficlight0068.jpg,93,153,111,204,trafficlight
trafficlight0068.jpg,261,152,281,203,trafficlight
trafficlight0068.jpg,427,151,446,204,trafficlight
trafficlight0068.jpg,588,50,621,128,trafficlight
trafficlight0054.jpg,156,68,197,163,trafficlight
trafficlight0054.jpg,528,203,582,336,trafficlight
trafficlight0040.jpg,187,95,277,218,trafficlight
trafficlight0040.jpg,316,113,397,275,trafficlight
trafficlight0108.jpg,23,35,61,120,trafficlight
trafficlight0108.jpg,72,39,143,136,trafficlight
trafficlight0120.jpg,313,130,350,294,trafficlight
trafficlight0134.jpg,236,69,263,135,trafficlight
trafficlight0118.jpg,964,13,1020,145,trafficlight
trafficlight0118.jpg,1024,11,1085,80,trafficlight
trafficlight0118.jpg,574,322,593,376,trafficlight
trafficlight0130.jpg,284,271,339,437,trafficlight
trafficlight0130.jpg,216,297,278,396,trafficlight
trafficlight0124.jpg,797,498,1318,1846,trafficlight
trafficlight0078.jpg,625,13,842,635,trafficlight
trafficlight0044.jpg,277,112,334,168,trafficlight
trafficlight0050.jpg,326,88,413,136,trafficlight
trafficlight0050.jpg,440,191,493,224,trafficlight
trafficlight0050.jpg,517,195,546,218,trafficlight
trafficlight0087.jpg,450,148,468,181,trafficlight
trafficlight0087.jpg,89,107,101,127,trafficlight
trafficlight0093.jpg,195,333,243,462,trafficlight
trafficlight0093.jpg,477,85,527,232,trafficlight
trafficlight0093.jpg,544,86,597,196,trafficlight
trafficlight0093.jpg,623,94,672,232,trafficlight
trafficlight0092.jpg,280,38,298,46,trafficlight
trafficlight0086.jpg,377,356,455,441,trafficlight
trafficlight0086.jpg,457,287,558,389,trafficlight
trafficlight0086.jpg,595,163,654,275,trafficlight
trafficlight0086.jpg,334,382,373,457,trafficlight
trafficlight0051.jpg,139,35,311,340,trafficlight
trafficlight0045.jpg,801,485,1405,1898,trafficlight
trafficlight0079.jpg,541,478,624,556,trafficlight
trafficlight0079.jpg,284,600,311,642,trafficlight
trafficlight0125.jpg,652,64,701,170,trafficlight
trafficlight0125.jpg,862,56,913,164,trafficlight
trafficlight0131.jpg,413,374,677,878,trafficlight
trafficlight0119.jpg,506,81,598,118,trafficlight
trafficlight0119.jpg,433,126,501,149,trafficlight
trafficlight0127.jpg,1832,886,1885,942,trafficlight
trafficlight0127.jpg,1387,700,1441,805,trafficlight
trafficlight0133.jpg,221,88,257,137,trafficlight
trafficlight0133.jpg,345,86,368,138,trafficlight
trafficlight0053.jpg,130,23,158,73,trafficlight
trafficlight0053.jpg,133,135,164,187,trafficlight
trafficlight0047.jpg,120,5,175,154,trafficlight
trafficlight0090.jpg,140,49,191,201,trafficlight
trafficlight0084.jpg,112,1,201,155,trafficlight
trafficlight0279.jpg,58,175,133,250,trafficlight
trafficlight0279.jpg,1478,100,1537,187,trafficlight
trafficlight0251.jpg,191,102,220,150,trafficlight
trafficlight0292.jpg,1530,120,1585,200,trafficlight
trafficlight0293.jpg,1568,108,1616,191,trafficlight
trafficlight0244.jpg,799,127,828,198,trafficlight
trafficlight0244.jpg,1637,137,1707,198,trafficlight
trafficlight0085.jpg,55,3,246,365,trafficlight
trafficlight0085.jpg,426,1,596,313,trafficlight
trafficlight0091.jpg,128,166,409,785,trafficlight
trafficlight0046.jpg,35,40,143,362,trafficlight
trafficlight0052.jpg,1040,129,1162,385,trafficlight
trafficlight0052.jpg,1066,450,1163,534,trafficlight
trafficlight0132.jpg,207,19,229,87,trafficlight
trafficlight0132.jpg,100,25,118,64,trafficlight
trafficlight0126.jpg,225,170,282,188,trafficlight
trafficlight0126.jpg,53,276,72,318,trafficlight
